"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Study","feature","breaks","stars"
24.8394052251669,2.74899873772117,0.813395405291012,3.37965855208839,0.000725759325899217,0.00587205272773003,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas","Forbes et al.","Stool","[2,3)","***"
7.40559604158597,-4.53618989633693,0.79110719089867,-5.73397631638764,9.81030360627795e-09,0.00509431665363824,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas","Gevers et al.","Biopsy","[-30,-4)","***"
26.4814830219062,5.11735636666442,1.79273730357834,2.85449315772594,0.00431055602286248,0.112552360690893,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Gevers et al. stool","Stool","[4,30)","**"
1688.20757097422,2.60741408446174,0.855046234159264,3.0494422176194,0.00229266731537898,0.0306523749571188,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Halfvarson et al.","Stool","[2,3)","**"
1312.5884774092,2.83060491636528,0.558414234701202,5.0690056600722,3.99899338531116e-07,1.77955205646347e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Forbes et al.","Stool","[2,3)","***"
889.746505462248,1.39501937113187,0.391757075315876,3.5609296143715,0.000369544142693909,0.17162269611197,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Jacobs et al.","Stool","[1,2)","***"
1898.46731478843,1.23068506103313,0.415032100053509,2.96527680840702,0.0030241069022883,0.100444033108525,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Gevers et al. stool","Stool","[1,2)","**"
95.7235080734875,1.4509700145033,0.712164223148621,2.0374093043993,0.0416090422381724,0.0729533098873226,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Morgan et al. 2012","Stool","[1,2)","*"
165.494376613103,1.36800726666067,0.561005303344948,2.43849257485454,0.0147486616852434,0.0988609881649321,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Braun et al.","Stool","[1,2)","*"
1722.40016923273,-1.93798432061616,0.671016708455848,-2.88813124352131,0.00387538135420744,0.0191616078069146,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","Forbes et al.","Stool","[-2,-1)","**"
5688.80769543979,-1.68911907290607,0.784242556860123,-2.15382225579393,0.0312541136620537,0.194178079171277,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","Mottawea et al.","Lavage","[-2,-1)","*"
127.160742944395,1.83475705458892,1.14151659163325,1.6072977546159,0.107989066633873,0.196143406743158,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","Forbes et al.","Stool","[1,2)",""
68.8573009141848,-1.882692743076,0.965301428098553,-1.95036771755795,0.0511323067143758,0.113769382439486,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Forbes et al.","Stool","[-2,-1)",""
31.5205436246102,-3.43750426819119,1.60226430579278,-2.14540401091339,0.0319205586958638,0.194178079171277,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Mottawea et al.","Lavage","[-4,-3)","*"
8.98012380279965,-23.5664911573235,2.36428190033581,-9.96771626681921,2.11025148799669e-23,1.0991207943789e-14,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella_3","Yamada et al.","Stool","[-30,-4)","***"
84.9280000115958,25.8386046284516,3.55222244073374,7.273926410733,3.49186258360883e-13,9.01459647669374e-11,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella_4","Halfvarson et al.","Stool","[4,30)","***"
8.2154881912202,5.73791112670835,2.02437524288122,2.83441083706487,0.00459102674826982,0.00313830207861206,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella_4","Morgan et al. 2012","Stool","[4,30)","**"
60.3036015066283,24.4903533836266,2.32918147560762,10.5145750299417,7.40137232596789e-26,1.52432466649088e-09,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella_4","Morgan et al. 2012 biopsy","Biopsy","[4,30)","***"
101.568424049589,2.06654213797301,0.915886339224783,2.2563303430447,0.0240499504573412,0.195617012609145,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","UBA1819","Halfvarson et al.","Stool","[2,3)","*"
